"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.390979770E0,1.964469999E-1,-1.749950051E-1,6.702999771E-2,2.714916135E-1
1.395976385E0,2.614589930E-1,-4.475190043E-1,-7.892700285E-2,5.242742946E-1
1.400973000E0,4.565000162E-2,-2.197829932E-1,-1.857649982E-1,2.913711058E-1
1.405969616E0,-2.117020041E-1,2.498469949E-1,-1.443710029E-1,3.578885942E-1
1.410966231E0,-2.293280065E-1,4.416570067E-1,-1.072099991E-2,4.977621782E-1
1.415962851E0,5.360000068E-4,1.622080058E-1,8.654099703E-2,1.838506693E-1
1.420959467E0,2.300669998E-1,-2.873139977E-1,4.297599941E-2,3.705767049E-1
1.425956006E0,2.156269997E-1,-4.257000089E-1,-9.073600173E-2,4.857453269E-1
1.430952697E0,-1.310199965E-2,-1.207450032E-1,-1.687719971E-1,2.079302893E-1
1.435949314E0,-2.247750014E-1,3.042950034E-1,-1.204269975E-1,3.970162618E-1
1.440945863E0,-2.006559968E-1,4.196420014E-1,1.786400005E-2,4.654904520E-1
1.445942476E0,4.122100025E-2,1.037769988E-1,9.839899838E-2,1.488327895E-1
1.450939072E0,2.411510050E-1,-3.192639947E-1,2.379000001E-2,4.008107654E-1
1.455935688E0,2.042299956E-1,-4.069519937E-1,-1.122220010E-1,4.689494576E-1
1.460932303E0,-2.590999939E-2,-7.712099701E-2,-1.783040017E-1,1.959879927E-1
